"X:    " "Y:    " "Z    "
"      -95.477386934673291" "     -959.798994974874404" "        0.004855865764441"
"      -85.427135678391892" "     -959.798994974874404" "        0.004888161479537"
"      -75.376884422110493" "     -959.798994974874404" "        0.004918438076777"
"      -65.326633165829094" "     -959.798994974874404" "        0.004946624900760"
"      -55.276381909547695" "     -959.798994974874404" "        0.004972655167610"
"      -45.226130653266296" "     -959.798994974874404" "        0.004996466321374"
"      -35.175879396984783" "     -959.798994974874404" "        0.005018000374532"
"      -25.125628140703384" "     -959.798994974874404" "        0.005037204229378"
"      -15.075376884421985" "     -959.798994974874404" "        0.005054029977163"
"       -5.025125628140586" "     -959.798994974874404" "        0.005068435172029"
"        5.025125628140813" "     -959.798994974874404" "        0.005080383076965"
"       15.075376884422212" "     -959.798994974874404" "        0.005089842879250"
"       25.125628140703611" "     -959.798994974874404" "        0.005096789873152"
"       35.175879396985010" "     -959.798994974874404" "        0.005101205607934"
"       45.226130653266409" "     -959.798994974874404" "        0.005103077999604"
"       55.276381909547808" "     -959.798994974874404" "        0.005102401405192"
"       65.326633165829207" "     -959.798994974874404" "        0.005099176658759"
"       75.376884422110606" "     -959.798994974874404" "        0.005093411068721"
"       85.427135678392006" "     -959.798994974874404" "        0.005085118376526"
"       95.477386934673405" "     -959.798994974874404" "        0.005074318677109"
"      105.527638190954804" "     -959.798994974874404" "        0.005061038301966"
"      115.577889447236203" "     -959.798994974874404" "        0.005045309666088"
"      125.628140703517602" "     -959.798994974874404" "        0.005027171080368"
"      135.678391959799001" "     -959.798994974874404" "        0.005006666531449"
"      145.728643216080400" "     -959.798994974874404" "        0.004983845431265"
"      155.778894472361799" "     -959.798994974874404" "        0.004958762338856"
"      165.829145728643425" "     -959.798994974874404" "        0.004931476657239"
"      175.879396984924824" "     -959.798994974874404" "        0.004902052308310"
"      185.929648241206223" "     -959.798994974874404" "        0.004870557388939"
"      195.979899497487622" "     -959.798994974874404" "        0.004837063811473"
"      206.030150753769021" "     -959.798994974874404" "        0.004801646931965"
"      216.080402010050420" "     -959.798994974874404" "        0.004764385169420"
"      226.130653266331819" "     -959.798994974874404" "        0.004725359619349"
"      236.180904522613218" "     -959.798994974874404" "        0.004684653664832"
"      246.231155778894617" "     -959.798994974874404" "        0.004642352588174"
"      256.281407035176017" "     -959.798994974874404" "        0.004598543186113"
"      266.331658291457416" "     -959.798994974874404" "        0.004553313391354"
"      276.381909547738815" "     -959.798994974874404" "        0.004506751902993"
"      286.432160804020214" "     -959.798994974874404" "        0.004458947828183"
"      296.482412060301613" "     -959.798994974874404" "        0.004409990337174"
"      306.532663316583012" "     -959.798994974874404" "        0.004359968333564"
"      316.582914572864411" "     -959.798994974874404" "        0.004308970141390"
"      326.633165829145810" "     -959.798994974874404" "        0.004257083210409"
"      336.683417085427209" "     -959.798994974874404" "        0.004204393840650"
"      346.733668341708608" "     -959.798994974874404" "        0.004150986927098"
"      356.783919597990007" "     -959.798994974874404" "        0.004096945725092"
"      366.834170854271406" "     -959.798994974874404" "        0.004042351636816"
"      376.884422110552805" "     -959.798994974874404" "        0.003987284019031"
"      386.934673366834204" "     -959.798994974874404" "        0.003931820011988"
"      396.984924623115603" "     -959.798994974874404" "        0.003876034389289"
"      407.035175879397002" "     -959.798994974874404" "        0.003819999428292"
"      417.085427135678628" "     -959.798994974874404" "        0.003763784800498"
"      427.135678391960028" "     -959.798994974874404" "        0.003707457481236"
"      437.185929648241427" "     -959.798994974874404" "        0.003651081677861"
"      447.236180904522826" "     -959.798994974874404" "        0.003594718775563"
"      457.286432160804225" "     -959.798994974874404" "        0.003538427299831"
"      467.336683417085624" "     -959.798994974874404" "        0.003482262894558"
"      477.386934673367023" "     -959.798994974874404" "        0.003426278314721"
"      487.437185929648422" "     -959.798994974874404" "        0.003370523432544"
"      497.487437185929821" "     -959.798994974874404" "        0.003315045256059"
"      507.537688442211220" "     -959.798994974874404" "        0.003259887958957"
"      517.587939698492619" "     -959.798994974874404" "        0.003205092920631"
"      527.638190954774018" "     -959.798994974874404" "        0.003150698775367"
"      537.688442211055417" "     -959.798994974874404" "        0.003096741469619"
"      547.738693467336816" "     -959.798994974874404" "        0.003043254326375"
"      557.788944723618215" "     -959.798994974874404" "        0.002990268115656"
"      567.839195979899614" "     -959.798994974874404" "        0.002937811130221"
"      577.889447236181013" "     -959.798994974874404" "        0.002885909265620"
"      587.939698492462412" "     -959.798994974874404" "        0.002834586103780"
"      597.989949748743811" "     -959.798994974874404" "        0.002783862999358"
"      608.040201005025210" "     -959.798994974874404" "        0.002733759168168"
"      618.090452261306609" "     -959.798994974874404" "        0.002684291777023"
"      628.140703517588008" "     -959.798994974874404" "        0.002635476034401"
"      638.190954773869407" "     -959.798994974874404" "        0.002587325281397"
"      648.241206030150806" "     -959.798994974874404" "        0.002539851082463"
"      658.291457286432205" "     -959.798994974874404" "        0.002493063315520"
"      668.341708542713604" "     -959.798994974874404" "        0.002446970261023"
"      678.391959798995231" "     -959.798994974874404" "        0.002401578689666"
"      688.442211055276630" "     -959.798994974874404" "        0.002356893948407"
"      698.492462311558029" "     -959.798994974874404" "        0.002312920044570"
"      708.542713567839428" "     -959.798994974874404" "        0.002269659727794"
"      718.592964824120827" "     -959.798994974874404" "        0.002227114569653"
"      728.643216080402226" "     -959.798994974874404" "        0.002185285040799"
"      738.693467336683625" "     -959.798994974874404" "        0.002144170585492"
"      748.743718592965024" "     -959.798994974874404" "        0.002103769693451"
"      758.793969849246423" "     -959.798994974874404" "        0.002064079968940"
"      768.844221105527822" "     -959.798994974874404" "        0.002025098197045"
"      778.894472361809221" "     -959.798994974874404" "        0.001986820407135"
"      788.944723618090620" "     -959.798994974874404" "        0.001949241933481"
"      798.994974874372019" "     -959.798994974874404" "        0.001912357473062"
"      809.045226130653418" "     -959.798994974874404" "        0.001876161140566"
"      819.095477386934817" "     -959.798994974874404" "        0.001840646520641"
"      829.145728643216216" "     -959.798994974874404" "        0.001805806717430"
"      839.195979899497615" "     -959.798994974874404" "        0.001771634401454"
"      849.246231155779014" "     -959.798994974874404" "        0.001738121853905"
"      859.296482412060413" "     -959.798994974874404" "        0.001705261008424"
"      869.346733668341813" "     -959.798994974874404" "        0.001673043490435"
"      879.396984924623212" "     -959.798994974874404" "        0.001641460654118"
"      889.447236180904611" "     -959.798994974874404" "        0.001610503617108"
"      899.497487437186010" "     -959.798994974874404" "        0.001580163292996"
"      909.547738693467409" "     -959.798994974874404" "        0.001550430421728"
"      919.597989949748808" "     -959.798994974874404" "        0.001521295597989"
"      929.648241206030434" "     -959.798994974874404" "        0.001492749297650"
"      939.698492462311833" "     -959.798994974874404" "        0.001464781902385"
"      949.748743718593232" "     -959.798994974874404" "        0.001437383722516"
"      959.798994974874631" "     -959.798994974874404" "        0.001410545018209"
"      969.849246231156030" "     -959.798994974874404" "        0.001384256019061"
"      979.899497487437429" "     -959.798994974874404" "        0.001358506942203"
"      989.949748743718828" "     -959.798994974874404" "        0.001333288008966"
"     1000.000000000000000" "     -959.798994974874404" "        0.001308589460207"
"    -1000.000000000000000" "     -949.748743718593005" "        0.001133888787917"
"     -989.949748743718601" "     -949.748743718593005" "        0.001154749451288"
"     -979.899497487437202" "     -949.748743718593005" "        0.001176053411744"
"     -969.849246231155803" "     -949.748743718593005" "        0.001197809990804"
"     -959.798994974874404" "     -949.748743718593005" "        0.001220028631283"
"     -949.748743718593005" "     -949.748743718593005" "        0.001242718891794"
"     -939.698492462311606" "     -949.748743718593005" "        0.001265890440539"
"     -929.648241206030207" "     -949.748743718593005" "        0.001289553048308"
"     -919.597989949748694" "     -949.748743718593005" "        0.001313716580642"
"     -909.547738693467295" "     -949.748743718593005" "        0.001338390989099"
"     -899.497487437185896" "     -949.748743718593005" "        0.001363586301564"
"     -889.447236180904497" "     -949.748743718593005" "        0.001389312611523"
"     -879.396984924623098" "     -949.748743718593005" "        0.001415580066255"
"     -869.346733668341699" "     -949.748743718593005" "        0.001442398853855"
"     -859.296482412060300" "     -949.748743718593005" "        0.001469779189009"
"     -849.246231155778901" "     -949.748743718593005" "        0.001497731297469"
"     -839.195979899497502" "     -949.748743718593005" "        0.001526265399111"
"     -829.145728643216103" "     -949.748743718593005" "        0.001555391689529"
"     -819.095477386934590" "     -949.748743718593005" "        0.001585120320047"
"     -809.045226130653191" "     -949.748743718593005" "        0.001615461376086"
"     -798.994974874371792" "     -949.748743718593005" "        0.001646424853776"
"     -788.944723618090393" "     -949.748743718593005" "        0.001678020634733"
"     -778.894472361808994" "     -949.748743718593005" "        0.001710258458895"
"     -768.844221105527595" "     -949.748743718593005" "        0.001743147895331"
"     -758.793969849246196" "     -949.748743718593005" "        0.001776698310916"
"     -748.743718592964797" "     -949.748743718593005" "        0.001810918836784"
"     -738.693467336683398" "     -949.748743718593005" "        0.001845818332448"
"     -728.643216080401999" "     -949.748743718593005" "        0.001881405347502"
"     -718.592964824120600" "     -949.748743718593005" "        0.001917688080810"
"     -708.542713567839201" "     -949.748743718593005" "        0.001954674337078"
"     -698.492462311557802" "     -949.748743718593005" "        0.001992371480727"
"     -688.442211055276402" "     -949.748743718593005" "        0.002030786386991"
"     -678.391959798995003" "     -949.748743718593005" "        0.002069925390138"
"     -668.341708542713604" "     -949.748743718593005" "        0.002109794228776"
"     -658.291457286432205" "     -949.748743718593005" "        0.002150397988143"
"     -648.241206030150806" "     -949.748743718593005" "        0.002191741039367"
"     -638.190954773869294" "     -949.748743718593005" "        0.002233826975630"
"     -628.140703517587895" "     -949.748743718593005" "        0.002276658545217"
"     -618.090452261306496" "     -949.748743718593005" "        0.002320237581454"
"     -608.040201005025096" "     -949.748743718593005" "        0.002364564929526"
"     -597.989949748743697" "     -949.748743718593005" "        0.002409640370220"
"     -587.939698492462298" "     -949.748743718593005" "        0.002455462540643"
"     -577.889447236180786" "     -949.748743718593005" "        0.002502028851993"
"     -567.839195979899387" "     -949.748743718593005" "        0.002549335404507"
"     -557.788944723617988" "     -949.748743718593005" "        0.002597376899710"
"     -547.738693467336589" "     -949.748743718593005" "        0.002646146550164"
"     -537.688442211055190" "     -949.748743718593005" "        0.002695635986916"
"     -527.638190954773791" "     -949.748743718593005" "        0.002745835164919"
"     -517.587939698492391" "     -949.748743718593005" "        0.002796732266724"
"     -507.537688442210992" "     -949.748743718593005" "        0.002848313604785"
"     -497.487437185929593" "     -949.748743718593005" "        0.002900563522803"
"     -487.437185929648194" "     -949.748743718593005" "        0.002953464296541"
"     -477.386934673366795" "     -949.748743718593005" "        0.003006996034641"
"     -467.336683417085396" "     -949.748743718593005" "        0.003061136580004"
"     -457.286432160803997" "     -949.748743718593005" "        0.003115861412371"
"     -447.236180904522598" "     -949.748743718593005" "        0.003171143552796"
"     -437.185929648241199" "     -949.748743718593005" "        0.003226953470776"
"     -427.135678391959800" "     -949.748743718593005" "        0.003283258994849"
"     -417.085427135678287" "     -949.748743718593005" "        0.003340025227551"
"     -407.035175879396888" "     -949.748743718593005" "        0.003397214465675"
"     -396.984924623115489" "     -949.748743718593005" "        0.003454786126833"
"     -386.934673366834090" "     -949.748743718593005" "        0.003512696683394"
"     -376.884422110552691" "     -949.748743718593005" "        0.003570899604885"
"     -366.834170854271292" "     -949.748743718593005" "        0.003629345310030"
"     -356.783919597989893" "     -949.748743718593005" "        0.003687981129618"
"     -346.733668341708494" "     -949.748743718593005" "        0.003746751281404"
"     -336.683417085427095" "     -949.748743718593005" "        0.003805596858301"
"     -326.633165829145696" "     -949.748743718593005" "        0.003864455831100"
"     -316.582914572864297" "     -949.748743718593005" "        0.003923263066951"
"     -306.532663316582898" "     -949.748743718593005" "        0.003981950364824"
"     -296.482412060301499" "     -949.748743718593005" "        0.004040446509124"
"     -286.432160804019986" "     -949.748743718593005" "        0.004098677342573"
"     -276.381909547738587" "     -949.748743718593005" "        0.004156565859403"
"     -266.331658291457188" "     -949.748743718593005" "        0.004214032319800"
"     -256.281407035175789" "     -949.748743718593005" "        0.004270994386419"
"     -246.231155778894390" "     -949.748743718593005" "        0.004327367283654"
"     -236.180904522612991" "     -949.748743718593005" "        0.004383063980184"
"     -226.130653266331592" "     -949.748743718593005" "        0.004437995395124"
"     -216.080402010050193" "     -949.748743718593005" "        0.004492070627912"
"     -206.030150753768794" "     -949.748743718593005" "        0.004545197211825"
"     -195.979899497487395" "     -949.748743718593005" "        0.004597281390792"
"     -185.929648241205996" "     -949.748743718593005" "        0.004648228418878"
"     -175.879396984924597" "     -949.748743718593005" "        0.004697942881570"
"     -165.829145728643198" "     -949.748743718593005" "        0.004746329037683"
"     -155.778894472361685" "     -949.748743718593005" "        0.004793291180426"
"     -145.728643216080286" "     -949.748743718593005" "        0.004838734015863"
"     -135.678391959798887" "     -949.748743718593005" "        0.004882563056706"
"     -125.628140703517488" "     -949.748743718593005" "        0.004924685029101"
"     -115.577889447236089" "     -949.748743718593005" "        0.004965008289779"
"     -105.527638190954690" "     -949.748743718593005" "        0.005003443250681"
"      -95.477386934673291" "     -949.748743718593005" "        0.005039902807961"
"      -85.427135678391892" "     -949.748743718593005" "        0.005074302772016"
"      -75.376884422110493" "     -949.748743718593005" "        0.005106562295069"
"      -65.326633165829094" "     -949.748743718593005" "        0.005136604292666"
"      -55.276381909547695" "     -949.748743718593005" "        0.005164355855356"
"      -45.226130653266296" "     -949.748743718593005" "        0.005189748646824"
"      -35.175879396984783" "     -949.748743718593005" "        0.005212719284692"
"      -25.125628140703384" "     -949.748743718593005" "        0.005233209700317"
"      -15.075376884421985" "     -949.748743718593005" "        0.005251167474005"
"       -5.025125628140586" "     -949.748743718593005" "        0.005266546142241"
"        5.025125628140813" "     -949.748743718593005" "        0.005279305473742"
"       15.075376884422212" "     -949.748743718593005" "        0.005289411711439"
"       25.125628140703611" "     -949.748743718593005" "        0.005296837777785"
"       35.175879396985010" "     -949.748743718593005" "        0.005301563441176"
"       45.226130653266409" "     -949.748743718593005" "        0.005303575441661"
"       55.276381909547808" "     -949.748743718593005" "        0.005302867574549"
"       65.326633165829207" "     -949.748743718593005" "        0.005299440730972"
"       75.376884422110606" "     -949.748743718593005" "        0.005293302894965"
"       85.427135678392006" "     -949.748743718593005" "        0.005284469097065"
"       95.477386934673405" "     -949.748743718593005" "        0.005272961324926"
"      105.527638190954804" "     -949.748743718593005" "        0.005258808391950"
"      115.577889447236203" "     -949.748743718593005" "        0.005242045765332"
"      125.628140703517602" "     -949.748743718593005" "        0.005222715355392"
"      135.678391959799001" "     -949.748743718593005" "        0.005200865268458"
"      145.728643216080400" "     -949.748743718593005" "        0.005176549525908"
"      155.778894472361799" "     -949.748743718593005" "        0.005149827752309"
"      165.829145728643425" "     -949.748743718593005" "        0.005120764835877"
"      175.879396984924824" "     -949.748743718593005" "        0.005089430564661"
"      185.929648241206223" "     -949.748743718593005" "        0.005055899242065"
"      195.979899497487622" "     -949.748743718593005" "        0.005020249285398"
"      206.030150753769021" "     -949.748743718593005" "        0.004982562811227"
"      216.080402010050420" "     -949.748743718593005" "        0.004942925211292"
"      226.130653266331819" "     -949.748743718593005" "        0.004901424722709"
"      236.180904522613218" "     -949.748743718593005" "        0.004858151996086"
"      246.231155778894617" "     -949.748743718593005" "        0.004813199665063"
"      256.281407035176017" "     -949.748743718593005" "        0.004766661920561"
"      266.331658291457416" "     -949.748743718593005" "        0.004718634092886"
"      276.381909547738815" "     -949.748743718593005" "        0.004669212244528"
"      286.432160804020214" "     -949.748743718593005" "        0.004618492776287"
"      296.482412060301613" "     -949.748743718593005" "        0.004566572049040"
"      306.532663316583012" "     -949.748743718593005" "        0.004513546023208"
"      316.582914572864411" "     -949.748743718593005" "        0.004459509917647"
"      326.633165829145810" "     -949.748743718593005" "        0.004404557889437"
"      336.683417085427209" "     -949.748743718593005" "        0.004348782735687"
"      346.733668341708608" "     -949.748743718593005" "        0.004292275618254"
"      356.783919597990007" "     -949.748743718593005" "        0.004235125811938"
"      366.834170854271406" "     -949.748743718593005" "        0.004177420476490"
"      376.884422110552805" "     -949.748743718593005" "        0.004119244452515"
"      386.934673366834204" "     -949.748743718593005" "        0.004060680081109"
"      396.984924623115603" "     -949.748743718593005" "        0.004001807046896"
"      407.035175879397002" "     -949.748743718593005" "        0.003942702243918"
"      417.085427135678628" "     -949.748743718593005" "        0.003883439663674"
"      427.135678391960028" "     -949.748743718593005" "        0.003824090304478"
"      437.185929648241427" "     -949.748743718593005" "        0.003764722101177"
"      447.236180904522826" "     -949.748743718593005" "        0.003705399874165"
"      457.286432160804225" "     -949.748743718593005" "        0.003646185296576"
"      467.336683417085624" "     -949.748743718593005" "        0.003587136878462"
"      477.386934673367023" "     -949.748743718593005" "        0.003528309966727"
"      487.437185929648422" "     -949.748743718593005" "        0.003469756759575"
"      497.487437185929821" "     -949.748743718593005" "        0.003411526334220"
"      507.537688442211220" "     -949.748743718593005" "        0.003353664686595"
"      517.587939698492619" "     -949.748743718593005" "        0.003296214781860"
"      527.638190954774018" "     -949.748743718593005" "        0.003239216614468"
"      537.688442211055417" "     -949.748743718593005" "        0.003182707276676"
"      547.738693467336816" "     -949.748743718593005" "        0.003126721034341"
"      557.788944723618215" "     -949.748743718593005" "        0.003071289408964"
"      567.839195979899614" "     -949.748743718593005" "        0.003016441264968"
"      577.889447236181013" "     -949.748743718593005" "        0.002962202901250"
"      587.939698492462412" "     -949.748743718593005" "        0.002908598146135"
"      597.989949748743811" "     -949.748743718593005" "        0.002855648454903"
"      608.040201005025210" "     -949.748743718593005" "        0.002803373009122"
"      618.090452261306609" "     -949.748743718593005" "        0.002751788817105"
"      628.140703517588008" "     -949.748743718593005" "        0.002700910814844"
"      638.190954773869407" "     -949.748743718593005" "        0.002650751966859"
"      648.241206030150806" "     -949.748743718593005" "        0.002601323366443"
"      658.291457286432205" "     -949.748743718593005" "        0.002552634334843"
"      668.341708542713604" "     -949.748743718593005" "        0.002504692518991"
"      678.391959798995231" "     -949.748743718593005" "        0.002457503987405"
"      688.442211055276630" "     -949.748743718593005" "        0.002411073323996"
"      698.492462311558029" "     -949.748743718593005" "        0.002365403719480"
"      708.542713567839428" "     -949.748743718593005" "        0.002320497060218"
"      718.592964824120827" "     -949.748743718593005" "        0.002276354014278"
"      728.643216080402226" "     -949.748743718593005" "        0.002232974114594"
"      738.693467336683625" "     -949.748743718593005" "        0.002190355839112"
"      748.743718592965024" "     -949.748743718593005" "        0.002148496687830"
"      758.793969849246423" "     -949.748743718593005" "        0.002107393256695"
"      768.844221105527822" "     -949.748743718593005" "        0.002067041308324"
"      778.894472361809221" "     -949.748743718593005" "        0.002027435839529"
"      788.944723618090620" "     -949.748743718593005" "        0.001988571145680"
"      798.994974874372019" "     -949.748743718593005" "        0.001950440881908"
"      809.045226130653418" "     -949.748743718593005" "        0.001913038121216"
"      819.095477386934817" "     -949.748743718593005" "        0.001876355409523"
"      829.145728643216216" "     -949.748743718593005" "        0.001840384817739"
"      839.195979899497615" "     -949.748743718593005" "        0.001805117990916"
"      849.246231155779014" "     -949.748743718593005" "        0.001770546194570"
"      859.296482412060413" "     -949.748743718593005" "        0.001736660358263"
"      869.346733668341813" "     -949.748743718593005" "        0.001703451116529"
"      879.396984924623212" "     -949.748743718593005" "        0.001670908847246"
"      889.447236180904611" "     -949.748743718593005" "        0.001639023707539"
"      899.497487437186010" "     -949.748743718593005" "        0.001607785667339"
"      909.547738693467409" "     -949.748743718593005" "        0.001577184540663"
"      919.597989949748808" "     -949.748743718593005" "        0.001547210014752"
"      929.648241206030434" "     -949.748743718593005" "        0.001517851677133"
"      939.698492462311833" "     -949.748743718593005" "        0.001489099040727"
"      949.748743718593232" "     -949.748743718593005" "        0.001460941567095"
"      959.798994974874631" "     -949.748743718593005" "        0.001433368687906"
"      969.849246231156030" "     -949.748743718593005" "        0.001406369824736"
"      979.899497487437429" "     -949.748743718593005" "        0.001379934407278"
"      989.949748743718828" "     -949.748743718593005" "        0.001354051890054"
"     1000.000000000000000" "     -949.748743718593005" "        0.001328711767718"
"    -1000.000000000000000" "     -939.698492462311606" "        0.001149545379824"
"     -989.949748743718601" "     -939.698492462311606" "        0.001170888742018"
"     -979.899497487437202" "     -939.698492462311606" "        0.001192691777203"
"     -969.849246231155803" "     -939.698492462311606" "        0.001214964382749"
"     -959.798994974874404" "     -939.698492462311606" "        0.001237716596293"
"     -949.748743718593005" "     -939.698492462311606" "        0.001260958590660"
"     -939.698492462311606" "     -939.698492462311606" "        0.001284700668058"
"     -929.648241206030207" "     -939.698492462311606" "        0.001308953253454"
"     -919.597989949748694" "     -939.698492462311606" "        0.001333726887110"
"     -909.547738693467295" "     -939.698492462311606" "        0.001359032216178"
"     -899.497487437185896" "     -939.698492462311606" "        0.001384879985317"
"     -889.447236180904497" "     -939.698492462311606" "        0.001411281026246"
"     -879.396984924623098" "     -939.698492462311606" "        0.001438246246159"
"     -869.346733668341699" "     -939.698492462311606" "        0.001465786614938"
"     -859.296482412060300" "     -939.698492462311606" "        0.001493913151068"
"     -849.246231155778901" "     -939.698492462311606" "        0.001522636906176"
"     -839.195979899497502" "     -939.698492462311606" "        0.001551968948108"
"     -829.145728643216103" "     -939.698492462311606" "        0.001581920342455"
"     -819.095477386934590" "     -939.698492462311606" "        0.001612502132421"
"     -809.045226130653191" "     -939.698492462311606" "        0.001643725316948"
"     -798.994974874371792" "     -939.698492462311606" "        0.001675600826998"
"     -788.944723618090393" "     -939.698492462311606" "        0.001708139499869"
"     -778.894472361808994" "     -939.698492462311606" "        0.001741352051468"
"     -768.844221105527595" "     -939.698492462311606" "        0.001775249046409"
"     -758.793969849246196" "     -939.698492462311606" "        0.001809840865831"
"     -748.743718592964797" "     -939.698492462311606" "        0.001845137672840"
"     -738.693467336683398" "     -939.698492462311606" "        0.001881149375440"
"     -728.643216080401999" "     -939.698492462311606" "        0.001917885586854"
"     -718.592964824120600" "     -939.698492462311606" "        0.001955355583132"
"     -708.542713567839201" "     -939.698492462311606" "        0.001993568257912"
"     -698.492462311557802" "     -939.698492462311606" "        0.002032532074261"
"     -688.442211055276402" "     -939.698492462311606" "        0.002072255013460"
"     -678.391959798995003" "     -939.698492462311606" "        0.002112744520665"
"     -668.341708542713604" "     -939.698492462311606" "        0.002154007447337"
"     -658.291457286432205" "     -939.698492462311606" "        0.002196049990363"
"     -648.241206030150806" "     -939.698492462311606" "        0.002238877627804"
"     -638.190954773869294" "     -939.698492462311606" "        0.002282495051200"
"     -628.140703517587895" "     -939.698492462311606" "        0.002326906094399"
"     -618.090452261306496" "     -939.698492462311606" "        0.002372113658867"
"     -608.040201005025096" "     -939.698492462311606" "        0.002418119635497"
"     -597.989949748743697" "     -939.698492462311606" "        0.002464924822891"
"     -587.939698492462298" "     -939.698492462311606" "        0.002512528842198"
"     -577.889447236180786" "     -939.698492462311606" "        0.002560930048538"
"     -567.839195979899387" "     -939.698492462311606" "        0.002610125439124"
"     -557.788944723617988" "     -939.698492462311606" "        0.002660110558223"
"     -547.738693467336589" "     -939.698492462311606" "        0.002710879399103"
"     -537.688442211055190" "     -939.698492462311606" "        0.002762424303196"
"     -527.638190954773791" "     -939.698492462311606" "        0.002814735856731"
"     -517.587939698492391" "     -939.698492462311606" "        0.002867802785134"
"     -507.537688442210992" "     -939.698492462311606" "        0.002921611845554"
"     -497.487437185929593" "     -939.698492462311606" "        0.002976147717948"
"     -487.437185929648194" "     -939.698492462311606" "        0.003031392895167"
"     -477.386934673366795" "     -939.698492462311606" "        0.003087327572612"
"     -467.336683417085396" "     -939.698492462311606" "        0.003143929538044"
"     -457.286432160803997" "     -939.698492462311606" "        0.003201174062223"
"     -447.236180904522598" "     -939.698492462311606" "        0.003259033791125"
"     -437.185929648241199" "     -939.698492462311606" "        0.003317478640546"
"     -427.135678391959800" "     -939.698492462311606" "        0.003376475693985"
"     -417.085427135678287" "     -939.698492462311606" "        0.003435989104760"
"     -407.035175879396888" "     -939.698492462311606" "        0.003495980003406"
"     -396.984924623115489" "     -939.698492462311606" "        0.003556406411442"
"     -386.934673366834090" "     -939.698492462311606" "        0.003617223162682"
"     -376.884422110552691" "     -939.698492462311606" "        0.003678381833334"
"     -366.834170854271292" "     -939.698492462311606" "        0.003739830682161"
"     -356.783919597989893" "     -939.698492462311606" "        0.003801514602052"
"     -346.733668341708494" "     -939.698492462311606" "        0.003863375084373"
"     -336.683417085427095" "     -939.698492462311606" "        0.003925350197503"
"     -326.633165829145696" "     -939.698492462311606" "        0.003987374580988"
"     -316.582914572864297" "     -939.698492462311606" "        0.004049379456705"
"     -306.532663316582898" "     -939.698492462311606" "        0.004111292658463"
"     -296.482412060301499" "     -939.698492462311606" "        0.004173038681396"
"     -286.432160804019986" "     -939.698492462311606" "        0.004234538752459"
"     -276.381909547738587" "     -939.698492462311606" "        0.004295710923261"
"     -266.331658291457188" "     -939.698492462311606" "        0.004356470186364"
"     -256.281407035175789" "     -939.698492462311606" "        0.004416728616053"
"     -246.231155778894390" "     -939.698492462311606" "        0.004476395534430"
"     -236.180904522612991" "     -939.698492462311606" "        0.004535377703506"
"     -226.130653266331592" "     -939.698492462311606" "        0.004593579543759"
"     -216.080402010050193" "     -939.698492462311606" "        0.004650903379416"
"     -206.030150753768794" "     -939.698492462311606" "        0.004707249710423"
"     -195.979899497487395" "     -939.698492462311606" "        0.004762517510833"
"     -185.929648241205996" "     -939.698492462311606" "        0.004816604553034"
"     -175.879396984924597" "     -939.698492462311606" "        0.004869407756892"
"     -165.829145728643198" "     -939.698492462311606" "        0.004920823562615"
"     -155.778894472361685" "     -939.698492462311606" "        0.004970748325745"
"     -145.728643216080286" "     -939.698492462311606" "        0.005019078732389"
"     -135.678391959798887" "     -939.698492462311606" "        0.005065712232424"
"     -125.628140703517488" "     -939.698492462311606" "        0.005110547488095"
"     -115.577889447236089" "     -939.698492462311606" "        0.005153484835097"
"     -105.527638190954690" "     -939.698492462311606" "        0.005194426752908"
"      -95.477386934673291" "     -939.698492462311606" "        0.005233278340896"
"      -85.427135678391892" "     -939.698492462311606" "        0.005269947796437"
"      -75.376884422110493" "     -939.698492462311606" "        0.005304346891103"
"      -65.326633165829094" "     -939.698492462311606" "        0.005336391440801"
"      -55.276381909547695" "     -939.698492462311606" "        0.005366001765627"
"      -45.226130653266296" "     -939.698492462311606" "        0.005393103135155"
"      -35.175879396984783" "     -939.698492462311606" "        0.005417626194859"
"      -25.125628140703384" "     -939.698492462311606" "        0.005439507369458"
"      -15.075376884421985" "     -939.698492462311606" "        0.005458689239069"
"       -5.025125628140586" "     -939.698492462311606" "        0.005475120884260"
"        5.025125628140813" "     -939.698492462311606" "        0.005488758196337"
"       15.075376884422212" "     -939.698492462311606" "        0.005499564149517"
"       25.125628140703611" "     -939.698492462311606" "        0.005507509032000"
"       35.175879396985010" "     -939.698492462311606" "        0.005512570633367"
"       45.226130653266409" "     -939.698492462311606" "        0.005514734386212"
"       55.276381909547808" "     -939.698492462311606" "        0.005513993460382"
"       65.326633165829207" "     -939.698492462311606" "        0.005510348808761"
"       75.376884422110606" "     -939.698492462311606" "        0.005503809164056"
"       85.427135678392006" "     -939.698492462311606" "        0.005494390986620"
"       95.477386934673405" "     -939.698492462311606" "        0.005482118363867"
"      105.527638190954804" "     -939.698492462311606" "        0.005467022862435"
"      115.577889447236203" "     -939.698492462311606" "        0.005449143334723"
"      125.628140703517602" "     -939.698492462311606" "        0.005428525681959"
"      135.678391959799001" "     -939.698492462311606" "        0.005405222576409"
"      145.728643216080400" "     -939.698492462311606" "        0.005379293145740"
"      155.778894472361799" "     -939.698492462311606" "        0.005350802622924"
"      165.829145728643425" "     -939.698492462311606" "        0.005319821965382"
"      175.879396984924824" "     -939.698492462311606" "        0.005286427447291"
"      185.929648241206223" "     -939.698492462311606" "        0.005250700229192"
"      195.979899497487622" "     -939.698492462311606" "        0.005212725909126"
